National_VMV_Code,Parameter type code,Long name,Parameter list value,Unique parameter list values
109637,192_00_00_00_14,"o,p'-DDE (2,4'-DDE)",Water - Pesticides,
109638,211_00_00_00_14,"o,p'-DDD (mitotane) (2,4'-DDD)",Water - Pesticides,
109639,2852_00_00_00_14,trans-nonachlor,Water - Pesticides,
109640,2856_00_00_00_14,cis-nonachlor,Water - Pesticides,
109658,1429_00_00_00_14,Naphthalenes-C1,Water - Hydrocarbons,
109659,1077_00_00_00_14,Biphenyl,Water - Hydrocarbons,
109660,4048_00_00_00_14,Naphthalenes-C2,Water - Hydrocarbons,
109661,1317_00_00_00_14,2-isopropylnaphthalene,Water - Hydrocarbons,
109662,1318_00_00_00_14,trimethylnaphthalene,Water - Hydrocarbons,
109663,1319_00_00_00_14,9-methylfluorene,Water - Hydrocarbons,
109664,1320_00_00_00_14,9-ethylfluorene,Water - Hydrocarbons,
109665,4402_00_00_00_14,Fluorenes-C1,Water - Hydrocarbons,
109666,4049_00_00_00_14,Naphthalenes-C3,Water - Hydrocarbons,
109667,1321_00_00_00_14,n-propylfluorene,Water - Hydrocarbons,
109668,1322_00_00_00_14,"1,9-dimethylfluorene",Water - Hydrocarbons,
109669,1323_00_00_00_14,n-butylfluorene,Water - Hydrocarbons,
109670,4400_00_00_00_14,Dibenzothiophenes-C1,Water - Hydrocarbons,
109671,4403_00_00_00_14,Phenanthrenes-C1,Water - Hydrocarbons,
109672,4053_00_00_00_14,Dibenzothiophenes-C2,Water - Hydrocarbons,
109673,4055_00_00_00_14,Phenanthrenes/anthracenes-C2,Water - Hydrocarbons,
109674,1324_00_00_00_14,4-propyldibenzothiophene,Water - Hydrocarbons,
109675,1325_00_00_00_14,"2,4,7-trimethyldibenzothiophene",Water - Hydrocarbons,
109676,4401_00_00_00_14,Fluoranthenes/pyrenes-C1,Water - Hydrocarbons,
109677,4068_00_00_00_14,Phenanthrenes/anthracenes-C3,Water - Hydrocarbons,
109678,1326_00_00_00_14,3-ethylfluoranthene,Water - Hydrocarbons,
109679,1327_00_00_00_14,Tetramethylphenanthrene,Water - Hydrocarbons,
109680,4412_00_00_00_14,Chrysenes-C1,Water - Hydrocarbons,
109681,1328_00_00_00_14,Ethylchrysenes,Water - Hydrocarbons,
109682,1329_00_00_00_14,n-propylchrysene,Water - Hydrocarbons,
109683,1330_00_00_00_14,n-butylchrysene,Water - Hydrocarbons,
109684,3069_00_00_00_14,3-methylcholanthrene,Water - Hydrocarbons,
109748,549_00_00_00_14,Mercury total,Water - Metal,
109750,1311_00_00_00_14,Methyl mercury,Water - Metal,
110001,3469_00_00_00_28,Turbidity (field),Water - Descriptive,
110003,661_00_00_00_39,Oxygen dissolved % saturation,Water - Oxygen,
111116,1311_00_00_00_14,Methyl mercury,Water - Metal,
111123,312_00_00_00_14,Naphthalene,Water - Hydrocarbons,
111124,1429_00_00_00_14,Naphthalenes-C1,Water - Hydrocarbons,
111125,4048_00_00_00_14,Naphthalenes-C2,Water - Hydrocarbons,
111126,4049_00_00_00_14,Naphthalenes-C3,Water - Hydrocarbons,
111127,1430_00_00_00_14,Naphthalenes-C4,Water - Hydrocarbons,
111128,1077_00_00_00_14,Biphenyl,Water - Hydrocarbons,
111131,148_00_00_00_14,Acenaphthylene,Water - Hydrocarbons,
111132,292_00_00_00_14,Acenaphthene,Water - Hydrocarbons,
111133,2626_00_00_00_14,Dibenzothiophene (DBT),Water - Hydrocarbons,
111134,10056_00_00_00_14,Dibenzothiophenes-C1,Water - Hydrocarbons,
111135,10053_00_00_00_14,Dibenzothiophenes-C2,Water - Hydrocarbons,
111136,4401_00_00_00_14,Fluoranthenes/pyrenes-C1,Water - Hydrocarbons,
111137,4405_00_00_00_14,Fluoranthenes/pyrenes-C2,Water - Hydrocarbons,
111138,303_00_00_00_14,Fluorene,Water - Hydrocarbons,
111139,4402_00_00_00_14,Fluorenes-C1,Water - Hydrocarbons,
111140,9003_00_00_00_14,Fluorenes-C2,Water - Hydrocarbons,
111141,9004_00_00_00_14,Fluorenes-C3,Water - Hydrocarbons,
111142,4411_00_00_00_14,Fluorenes-C4,Water - Hydrocarbons,
111143,4054_00_00_00_14,Dibenzothiophenes-C3,Water - Hydrocarbons,
111144,299_00_00_00_14,Phenanthrene,Water - Hydrocarbons,
111145,93_00_00_00_14,p-naphthalene,Water - Hydrocarbons,
111146,4403_00_00_00_14,Phenanthrenes-C1,Water - Hydrocarbons,
111147,3730_00_00_00_14,Phenanthrenes-C2,Water - Hydrocarbons,
111148,3731_00_00_00_14,Phenanthrenes-C3,Water - Hydrocarbons,
111149,3732_00_00_00_14,Phenanthrenes-C4,Water - Hydrocarbons,
111150,146_00_00_00_14,Fluoranthene,Water - Hydrocarbons,
111151,1272_00_00_00_14,Pyrene,Water - Hydrocarbons,
111152,219_00_00_00_14,Benzo(a)anthracene,Water - Hydrocarbons,
111153,155_00_00_00_14,Benzo(a)phenanthrene OR chrysene,Water - Hydrocarbons,
111154,4412_00_00_00_14,Chrysenes-C1,Water - Hydrocarbons,
111155,4404_00_00_00_14,Chrysenes-C2,Water - Hydrocarbons,
111156,4406_00_00_00_14,Chrysenes-C3,Water - Hydrocarbons,
111157,4409_00_00_00_14,Chrysenes-C4,Water - Hydrocarbons,
111158,145_00_00_00_14,Benzo(b)fluoranthene,Water - Hydrocarbons,
111159,147_00_00_00_14,Benzo(k)fluoranthene,Water - Hydrocarbons,
111160,137_00_00_00_14,Benzo(e)pyrene,Water - Hydrocarbons,
111161,204_00_00_00_14,Benzo(a)pyrene,Water - Hydrocarbons,
111162,141_00_00_00_14,Perylene,Water - Hydrocarbons,
111163,140_00_00_00_14,"Indeno(1,2,3-c,d)pyrene",Water - Hydrocarbons,
111164,212_00_00_00_14,"Dibenzo(a,h)anthracene OR Dibenz(a,h)anthracene",Water - Hydrocarbons,
111165,132_00_00_00_14,"Benzo(g,h,i)perylene",Water - Hydrocarbons,
111166,3037_00_00_00_01,Naphthalene-D8,Water - Surrogate,
111167,10083_00_00_00_01,Acenaphthene-D10,Water - Surrogate,
111168,10065_00_00_00_01,Phenanthrene-D10,Water - Surrogate,
111169,10080_00_00_00_01,Chrysene-D12,Water - Surrogate,
111170,3040_00_00_00_01,Benzo(a)pyrene-D12,Water - Surrogate,
111171,3642_00_00_00_01,Fluoranthene-D10 (F-d10),Water - Surrogate,
111172,10081_00_00_00_01,"Benzo(g,h,i)perylene-D12",Water - Surrogate,
