Field Sample Number,Project Name,Station Name,Station Number,Station Latitude,Station Longitude,Location,Location Latitude,Location Longitude,Sample Date,Matrix,Parameter,Measurement Value,Flag
1997PN950643,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1997-07-14 12:00:00,WATER,"IRON DISSOLVED, Grouped, UG/L",,
1997PN950813,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1997-08-14 08:45:00,WATER,"IRON DISSOLVED, Grouped, UG/L",,
1997PN950939,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1997-09-16 12:00:00,WATER,"IRON DISSOLVED, Grouped, UG/L",,
1997PN951164,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1997-10-27 12:00:00,WATER,"IRON DISSOLVED, Grouped, UG/L",,
1997PN951267,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1997-12-16 12:00:00,WATER,"IRON DISSOLVED, Grouped, UG/L",,
1997PN951294,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1998-01-21 12:00:00,WATER,"IRON DISSOLVED, Grouped, UG/L",,
1997PN951313,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1998-02-18 12:00:00,WATER,"IRON DISSOLVED, Grouped, UG/L",,
1997PN951404,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1998-03-25 12:00:00,WATER,"IRON DISSOLVED, Grouped, UG/L",,
1998PN661187,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1999-01-26 10:45:00,WATER,"IRON DISSOLVED, Grouped, UG/L",,
1998PN661300,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1999-03-21 13:40:00,WATER,"IRON DISSOLVED, Grouped, UG/L",111,
1998PN950268,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1998-05-18 12:00:00,WATER,"IRON DISSOLVED, Grouped, UG/L",,
1998PN950405,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1998-06-10 12:00:00,WATER,"IRON DISSOLVED, Grouped, UG/L",,
1998PN950641,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1998-07-27 12:00:00,WATER,"IRON DISSOLVED, Grouped, UG/L",,
1998PN950952,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1998-10-07 12:00:00,WATER,"IRON DISSOLVED, Grouped, UG/L",,
1999PN070002,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1999-05-31 15:10:00,WATER,"IRON DISSOLVED, Grouped, UG/L",70,
1999PN070018,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1999-07-27 10:10:00,WATER,"IRON DISSOLVED, Grouped, UG/L",27,
1999PN070019,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1999-08-23 09:30:00,WATER,"IRON DISSOLVED, Grouped, UG/L",7,
1999PN070020,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1999-09-12 10:00:00,WATER,"IRON DISSOLVED, Grouped, UG/L",16,
1999PN070029,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2000-01-18 10:35:00,WATER,"IRON DISSOLVED, Grouped, UG/L",111,
1999PN070030,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2000-02-16 09:00:00,WATER,"IRON DISSOLVED, Grouped, UG/L",,
1999PN070031,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2000-03-21 13:00:00,WATER,"IRON DISSOLVED, Grouped, UG/L",151,
2000PN070013,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2000-05-29 11:00:00,WATER,"IRON DISSOLVED, Grouped, UG/L",95,
2000PN070014,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2000-06-20 12:25:00,WATER,"IRON DISSOLVED, Grouped, UG/L",62,
2000PN070015,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2000-07-16 10:00:00,WATER,"IRON DISSOLVED, Grouped, UG/L",137,
2000PN070016,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2000-08-20 10:00:00,WATER,"IRON DISSOLVED, Grouped, UG/L",193,
2000PN070017,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2000-09-19 10:00:00,WATER,"IRON DISSOLVED, Grouped, UG/L",163,
2000PN070018,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2000-10-18 10:40:00,WATER,"IRON DISSOLVED, Grouped, UG/L",,
2000PN070019,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2001-01-28 12:30:00,WATER,"IRON DISSOLVED, Grouped, UG/L",176,
2000PN070020,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2001-02-28 14:00:00,WATER,"IRON DISSOLVED, Grouped, UG/L",206,
2000PN070021,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2001-03-25 13:30:00,WATER,"IRON DISSOLVED, Grouped, UG/L",261,
2001PN070001,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2001-06-17 13:30:00,WATER,"IRON DISSOLVED, Grouped, UG/L",74,
2001PN070002,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2001-07-08 09:30:00,WATER,"IRON DISSOLVED, Grouped, UG/L",122,
2001PN070003,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2001-09-01 16:30:00,WATER,"IRON DISSOLVED, Grouped, UG/L",105,
2001PN070004,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2001-09-29 18:00:00,WATER,"IRON DISSOLVED, Grouped, UG/L",68,
2001PN070005,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2002-01-07 12:15:00,WATER,"IRON DISSOLVED, Grouped, UG/L",270,
2001PN070006,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2002-02-04 14:00:00,WATER,"IRON DISSOLVED, Grouped, UG/L",11,
2002PN070001,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2002-06-02 17:30:00,WATER,"IRON DISSOLVED, Grouped, UG/L",97,
2002PN070002,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2002-06-25 11:50:00,WATER,"IRON DISSOLVED, Grouped, UG/L",15,
2002PN070003,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2002-07-17 13:25:00,WATER,"IRON DISSOLVED, Grouped, UG/L",62,
2002PN070004,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2002-08-21 13:46:00,WATER,"IRON DISSOLVED, Grouped, UG/L",124,
2002PN070005,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2002-09-17 12:10:00,WATER,"IRON DISSOLVED, Grouped, UG/L",114,
2002PN070006,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2003-01-27 13:45:00,WATER,"IRON DISSOLVED, Grouped, UG/L",173,
2002PN070007,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2003-02-25 12:15:00,WATER,"IRON DISSOLVED, Grouped, UG/L",134,
2003PN070001,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2003-05-30 13:15:00,WATER,"IRON DISSOLVED, Grouped, UG/L",194,
2003PN070002,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2003-06-28 13:00:00,WATER,"IRON DISSOLVED, Grouped, UG/L",101,
2003PN070003,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2003-07-27 13:15:00,WATER,"IRON DISSOLVED, Grouped, UG/L",69.3,
2003PN070004,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2003-08-27 11:30:00,WATER,"IRON DISSOLVED, Grouped, UG/L",50.7,
2003PN070005,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2003-10-07 14:15:00,WATER,"IRON DISSOLVED, Grouped, UG/L",185,
2003PN070006,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2004-01-06 14:10:00,WATER,"IRON DISSOLVED, Grouped, UG/L",15.4,
2003PN070007,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2004-02-17 12:30:00,WATER,"IRON DISSOLVED, Grouped, UG/L",226,
2003PN070008,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2004-03-20 12:00:00,WATER,"IRON DISSOLVED, Grouped, UG/L",125,
2004PN070001,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2004-05-31 13:30:00,WATER,"IRON DISSOLVED, Grouped, UG/L",76.5,
2004PN070002,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2004-07-31 13:40:00,WATER,"IRON DISSOLVED, Grouped, UG/L",66.9,
2004PN070003,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2004-08-14 12:30:00,WATER,"IRON DISSOLVED, Grouped, UG/L",39.6,
2004PN070004,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2004-09-20 13:15:00,WATER,"IRON DISSOLVED, Grouped, UG/L",137,
2004PN070005,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2004-10-17 11:42:00,WATER,"IRON DISSOLVED, Grouped, UG/L",164,
2004PN070006,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2005-01-21 15:10:00,WATER,"IRON DISSOLVED, Grouped, UG/L",136,
2004PN070007,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2005-02-20 13:55:00,WATER,"IRON DISSOLVED, Grouped, UG/L",102,
2004PN070008,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2005-03-16 12:45:00,WATER,"IRON DISSOLVED, Grouped, UG/L",24.5,
2005PN070001,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2005-05-27 11:34:00,WATER,"IRON DISSOLVED, Grouped, UG/L",176,
2005PN070002,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2005-06-11 13:15:00,WATER,"IRON DISSOLVED, Grouped, UG/L",105,
2005PN070003,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2005-07-12 11:10:00,WATER,"IRON DISSOLVED, Grouped, UG/L",106,
2005PN070004,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2005-08-20 13:30:00,WATER,"IRON DISSOLVED, Grouped, UG/L",283,
2005PN070005,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2005-09-16 14:55:00,WATER,"IRON DISSOLVED, Grouped, UG/L",127,
2005PN070006,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2005-10-12 13:00:00,WATER,"IRON DISSOLVED, Grouped, UG/L",182,
2005PN070007,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2006-01-18 13:00:00,WATER,"IRON DISSOLVED, Grouped, UG/L",167,
2005PN070008,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2006-02-21 13:00:00,WATER,"IRON DISSOLVED, Grouped, UG/L",171,
2005PN070009,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2006-03-20 12:45:00,WATER,"IRON DISSOLVED, Grouped, UG/L",108,
2006PN070001,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2006-05-15 13:00:00,WATER,"IRON DISSOLVED, Grouped, UG/L",138,
2006PN070002,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2006-06-11 13:00:00,WATER,"IRON DISSOLVED, Grouped, UG/L",61.4,
2006PN070003,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2006-07-08 12:00:00,WATER,"IRON DISSOLVED, Grouped, UG/L",24.4,
2006PN070004,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2006-08-15 12:45:00,WATER,"IRON DISSOLVED, Grouped, UG/L",82,
2006PN070005,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2006-09-17 14:30:00,WATER,"IRON DISSOLVED, Grouped, UG/L",28,
2006PN070006,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2006-10-14 14:00:00,WATER,"IRON DISSOLVED, Grouped, UG/L",135,
2006PN070007,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2007-03-06 14:45:05,WATER,"IRON DISSOLVED, Grouped, UG/L",,
2006PN070008,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2007-03-05 12:23:39,WATER,"IRON DISSOLVED, Grouped, UG/L",,
2007PN070001,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2007-04-03 11:30:01,WATER,"IRON DISSOLVED, Grouped, UG/L",,
2007PN070002,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2007-06-06 13:30:22,WATER,"IRON DISSOLVED, Grouped, UG/L",108,
2007PN070003,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2007-07-16 12:00:28,WATER,"IRON DISSOLVED, Grouped, UG/L",70.8,
2007PN070004,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2007-08-14 12:00:56,WATER,"IRON DISSOLVED, Grouped, UG/L",47.8,
2007PN070005,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2007-09-13 11:13:10,WATER,"IRON DISSOLVED, Grouped, UG/L",92.8,
2007PN070006,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2007-10-10 12:30:38,WATER,"IRON DISSOLVED, Grouped, UG/L",121,
2007PN070010,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2008-01-16 13:27:04,WATER,"IRON DISSOLVED, Grouped, UG/L",152,
2007PN070011,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2008-02-10 11:45:00,WATER,"IRON DISSOLVED, Grouped, UG/L",180,
2007PN070012,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2008-03-10 11:45:47,WATER,"IRON DISSOLVED, Grouped, UG/L",164,
2008PN070001,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2008-04-03 12:00:00,WATER,"IRON DISSOLVED, Grouped, UG/L",163,
2008PN070002,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2008-06-03 11:30:00,WATER,"IRON DISSOLVED, Grouped, UG/L",70,
2008PN070003,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2008-07-07 11:30:00,WATER,"IRON DISSOLVED, Grouped, UG/L",38.2,
2008PN070004,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2008-08-02 14:35:00,WATER,"IRON DISSOLVED, Grouped, UG/L",36.8,
2008PN070005,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2008-09-10 13:00:00,WATER,"IRON DISSOLVED, Grouped, UG/L",156,
2008PN070006,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2008-10-05 13:00:00,WATER,"IRON DISSOLVED, Grouped, UG/L",165,
2008PN070007,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2009-01-06 12:30:14,WATER,"IRON DISSOLVED, Grouped, UG/L",277,
2008PN070008,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2009-02-17 12:30:21,WATER,"IRON DISSOLVED, Grouped, UG/L",76.3,
2008PN070009,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2009-03-16 12:30:17,WATER,"IRON DISSOLVED, Grouped, UG/L",213,
2009PN070001,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2009-06-09 12:00:44,WATER,"IRON DISSOLVED, Grouped, UG/L",116,
2009PN070002,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2009-07-07 14:45:29,WATER,"IRON DISSOLVED, Grouped, UG/L",66.5,
2009PN070003,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2009-08-09 11:35:29,WATER,"IRON DISSOLVED, Grouped, UG/L",53.3,
2009PN070004,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2009-09-22 11:30:29,WATER,"IRON DISSOLVED, Grouped, UG/L",188,
2009PN070005,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2010-01-11 12:30:00,WATER,"IRON DISSOLVED, Grouped, UG/L",157,
2009PN070006,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2010-02-16 11:30:00,WATER,"IRON DISSOLVED, Grouped, UG/L",222,
2009PN070007,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2010-03-19 12:20:00,WATER,"IRON DISSOLVED, Grouped, UG/L",214,
2010PN070001,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2010-05-18 16:00:35,WATER,"IRON DISSOLVED, Grouped, UG/L",166,
2010PN070002,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2010-06-11 13:50:35,WATER,"IRON DISSOLVED, Grouped, UG/L",71.7,
2010PN070003,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2010-07-12 12:05:35,WATER,"IRON DISSOLVED, Grouped, UG/L",45.6,
2010PN070004,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2010-08-17 12:00:35,WATER,"IRON DISSOLVED, Grouped, UG/L",13.9,
2010PN070005,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2010-09-17 14:30:35,WATER,"IRON DISSOLVED, Grouped, UG/L",204,
2010PN070006,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2010-10-12 13:00:35,WATER,"IRON DISSOLVED, Grouped, UG/L",76,
1989PN951960,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1989-08-12 12:30:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",11500,
1989PN952049,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1989-09-19 12:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",1850,
1989PN952244,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1989-10-12 12:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",954,
1989PN952601,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1989-11-29 12:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",657,
1989PN952656,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1989-12-12 12:00:00,WATER,"IRON EXTRACTABLE, Grouped, UG/L",540,
