2012PN510312,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2012-06-12 16:30,WATER,DISCRETE SAMPLE,,3.7,,0.009,,0.35,,21.8,,0.003,L,0.001,,21.3,,0.005,,0.019,,0.001,,0.05,,0.054,,0.25,,0.006,,0.01,L,0.001,,147,,0.01,,0.016,,4.32,,9.46,,0.201,,0.22,,0.001,L,0.005,L,0.001,,0.592,L,0.01,,0.03,,0.001,,57.8,L,0.01,,0.001,,0.008,,0.2,,0.026,,0.058,,0.256,,0.023,,0.5,,0.1
2012PN510329,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2012-06-19 10:53,WATER,TRIPLICATE SAMPLE - rep1,,2.6,,0.011,,0.39,,25.6,,0.003,L,0.001,,22.4,,0.012,,0.025,,0.001,,0.04,,0.062,,0.11,,0.006,,0.01,L,0.001,,218,,0.013,,0.014,,4.3,,10.8,,0.188,,0.23,,0.002,L,0.005,L,0.001,,0.567,L,0.01,,0.02,,0.001,,70.9,L,0.01,,0.001,,0.009,,0.3,,0.019,,0.0587,,0.252,,0.025,,0.2,,0.1
2012PN510330,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2012-06-19 10:58,WATER,TRIPLICATE SAMPLE - rep2,,2.6,,0.014,,0.35,,26.8,,0.003,,0.001,,20,,0.008,,0.027,,0.002,,0.05,,0.06,,0.12,,0.005,,0.01,L,0.001,,212,,0.013,,0.024,,4.5,,10.5,,0.201,,0.23,,0.002,L,0.005,L,0.001,,0.567,L,0.01,,0.03,L,0.001,,68.5,L,0.01,,0.001,,0.035,,0.2,,0.02,,0.06,,0.24,,0.026,,0.3,,0.1
2012PN510331,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2012-06-19 11:03,WATER,TRIPLICATE SAMPLE - rep3,,1.8,,0.01,,0.37,,24.3,,0.003,L,0.001,,21.7,,0.012,,0.022,,0.001,,0.04,,0.059,,0.16,,0.004,,0.01,L,0.001,,191,,0.01,,0.01,,4.11,,5.94,,0.171,,0.21,,0.001,L,0.005,L,0.001,,0.522,L,0.01,,0.02,L,0.001,,66.4,L,0.01,L,0.001,,0.006,,0.1,,0.019,,0.0571,,0.218,,0.022,,0.2,,0.1
2012PN510347,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2012-06-26 11:50,WATER,DISCRETE SAMPLE,,5,,0.014,,0.35,,24.6,,0.004,L,0.001,,19.6,,0.018,,0.028,,0.002,,0.06,,0.059,,0.24,,0.005,,0.01,L,0.001,,191,,0.015,,0.025,,3.86,,3.97,,0.15,,0.36,,0.001,L,0.005,L,0.001,,0.437,L,0.01,,0.03,,0.001,,57.4,L,0.01,,0.001,,0.008,,0.3,,0.015,,0.0331,,0.258,,0.032,,0.3,,0.1
2012PN510363,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2012-07-10 12:51,WATER,DISCRETE SAMPLE,,7.9,,0.025,,0.37,,25.9,,0.008,L,0.001,,18.8,,0.003,,0.05,,0.001,,0.09,,0.045,,0.35,,0.005,,0.01,L,0.001,,242,,0.032,,0.022,,3.55,,1.44,,0.152,,0.44,,0.003,L,0.005,L,0.001,,0.599,L,0.01,,0.03,,0.001,,51.1,L,0.01,,0.001,,0.005,,0.3,,0.01,,0.023,,0.271,,0.066,,0.4,,0.2
2012PN510376,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2012-07-25 10:32,WATER,DISCRETE SAMPLE,,5.8,,0.02,,0.46,,27.5,,0.004,L,0.001,,19.3,,0.002,,0.043,,0.001,,0.08,,0.06,,0.24,,0.005,L,0.01,L,0.001,,530,,0.026,,0.018,,3.88,,2.58,,0.16,,0.37,,0.002,L,0.005,L,0.001,,0.615,L,0.01,,0.03,,0.001,,69.9,L,0.01,,0.001,L,0.005,,0.5,,0.014,,0.0368,,0.309,,0.045,,0.4,,0.1
2012PN510397,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2012-08-11 11:01,WATER,TRIPLICATE SAMPLE - rep1,,3.4,,0.012,,0.45,,28.9,,0.003,L,0.001,,23.6,,0.002,,0.029,,0.004,,0.07,,0.067,,0.15,,0.004,,0.01,L,0.001,,368,,0.017,,0.015,,4.4,,2.76,,0.174,,0.25,,0.003,L,0.005,L,0.001,,0.641,L,0.01,,0.02,,0.001,,83.3,L,0.01,,0.001,L,0.005,,0.2,,0.022,,0.0476,,0.291,,0.035,,0.4,,0.1
2012PN510398,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2012-08-11 11:06,WATER,TRIPLICATE SAMPLE - rep2,,2.9,,0.011,,0.47,,28.5,,0.004,L,0.001,,24,L,0.001,,0.028,,0.002,,0.06,,0.059,,0.14,,0.003,,0.01,L,0.001,,321,,0.022,,0.009,,4.32,,2.77,,0.157,,0.23,,0.004,L,0.005,L,0.001,,0.639,L,0.01,,0.02,L,0.001,,78.8,L,0.01,,0.002,L,0.005,,0.2,,0.02,,0.0458,,0.281,,0.032,,0.2,,0.1
2012PN510399,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2012-08-11 11:11,WATER,TRIPLICATE SAMPLE - rep3,,6.5,,0.012,,0.45,,28.2,,0.006,,0.001,,22.3,,0.002,,0.026,,0.002,,0.07,,0.066,,0.18,,0.003,,0.01,L,0.001,,396,,0.017,,0.012,,4.69,,2.84,,0.281,,0.26,,0.002,L,0.005,L,0.001,,0.608,L,0.01,,0.04,,0.13,,78.6,L,0.01,,0.001,L,0.005,,0.2,,0.021,,0.0491,,0.346,,0.034,L,0.2,,0.1
2012PN510423,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2012-08-27 15:50,WATER,DISCRETE SAMPLE,,1.5,,0.011,,0.4,,24.9,,0.002,L,0.001,,19.8,,0.001,,0.015,,0.001,,0.04,,0.056,,0.1,,0.003,L,0.01,L,0.001,,203,,0.01,,0.007,,4.33,,2.53,,0.159,,0.19,L,0.001,L,0.005,L,0.001,,0.635,L,0.01,,0.03,,0.001,,76.1,L,0.01,,0.001,L,0.005,,0.1,,0.019,,0.0461,,0.233,,0.023,,0.4,,0.1
2012PN510440,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2012-10-10 10:53,WATER,DISCRETE SAMPLE,,7.3,,0.009,,0.3,,21,,0.004,L,0.001,,14.6,,0.001,,0.033,,0.001,,0.06,,0.034,,0.08,,0.003,L,0.01,L,0.001,,455,,0.016,,0.009,,3.6,,1.28,,0.112,,0.24,,0.001,L,0.005,L,0.001,,0.596,L,0.01,,0.03,,0.001,,56.6,L,0.01,,0.001,,0.012,,0.4,,0.008,,0.0307,,0.177,,0.04,L,0.2,,0.1
2012PN520071,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2012-11-14 10:40,WATER,TRIPLICATE SAMPLE - rep1,,12.4,,0.013,,0.29,,25.5,,0.005,L,0.001,,16.3,,0.002,,0.058,,0.001,,0.09,,0.053,,0.12,,0.016,L,0.01,L,0.001,,482,,0.026,,0.018,,4.48,,11.3,,0.134,,0.27,L,0.001,L,0.005,L,0.001,,0.588,L,0.01,,0.03,,0.001,,64.5,,0.01,,0.001,,0.04,,0.6,,0.008,,0.0393,,0.265,,0.052,,0.3,,0.1
2012PN520072,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2012-11-14 10:45,WATER,TRIPLICATE SAMPLE - rep2,,10.8,,0.013,,0.3,,25.4,,0.004,L,0.001,,14.7,,0.001,,0.053,,0.001,,0.09,,0.051,,0.13,,0.005,L,0.01,L,0.001,,480,,0.025,,0.018,,4.24,,9.48,,0.136,,0.26,L,0.001,L,0.005,L,0.001,,0.575,L,0.01,,0.03,L,0.001,,62.8,L,0.01,,0.002,,0.012,,0.3,,0.007,,0.0408,,0.232,,0.049,,0.3,,0.1
2012PN520069,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2012-11-14 10:50,WATER,TRIPLICATE SAMPLE - rep3,,10.8,,0.013,,0.26,,25.1,,0.003,L,0.001,,14.4,,0.001,,0.053,,0.001,,0.09,,0.056,,0.11,,0.005,L,0.01,L,0.001,,477,,0.025,,0.022,,4.2,,10.1,,0.134,,0.26,,0.003,L,0.005,L,0.001,,0.566,L,0.01,,0.03,L,0.001,,61.6,L,0.01,,0.002,,0.006,,0.4,,0.008,,0.0384,,0.218,,0.049,,0.3,,0.1
2012PN510464,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2013-03-17 11:40,WATER,DISCRETE SAMPLE,,6.1,,0.008,,0.2,,30,,0.002,L,0.001,,19.3,,0.002,,0.029,,0.001,,0.09,,0.036,,0.11,,0.003,,0.01,L,0.001,,417,,0.013,,0.009,,4.61,,17.9,,0.162,,0.16,L,0.001,L,0.005,L,0.001,,0.627,L,0.01,,0.01,L,0.001,,80.3,L,0.01,,0.001,L,0.005,,0.3,,0.009,,0.0648,,0.129,,0.032,,0.3,,0.1
2013PN510002,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2013-04-05 12:20,WATER,DISCRETE SAMPLE,,5.8,,0.008,,0.17,,28.9,,0.002,L,0.001,,15.7,,0.002,,0.028,,0.002,,0.06,,0.035,,0.16,,0.003,,0.01,L,0.001,,390,,0.012,,0.011,,4.56,,21.2,,0.162,,0.15,L,0.001,L,0.005,L,0.001,,0.588,L,0.01,,0.02,L,0.001,,74.4,L,0.01,,0.001,,0.015,,0.4,,0.009,,0.0631,,0.122,,0.029,,0.3,,0.1
2013PN510023,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2013-04-09 15:20,WATER,DISCRETE SAMPLE,,6,,0.008,,0.18,,28.4,,0.002,L,0.001,,16.2,,0.002,,0.028,,0.001,,0.06,,0.038,,0.13,,0.002,,0.01,L,0.001,,411,,0.012,,0.01,,4.44,,16.5,,0.165,,0.15,L,0.001,L,0.005,L,0.001,,0.597,L,0.01,,0.02,L,0.001,,74.8,L,0.01,,0.001,L,0.005,,0.3,,0.011,,0.0641,,0.122,,0.029,,0.4,,0.1
2013PN510038,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2013-04-13 14:35,WATER,DISCRETE SAMPLE,,7.2,,0.007,,0.19,,28.1,,0.002,L,0.001,,16.4,,0.001,,0.033,,0.001,,0.06,,0.037,,0.13,,0.004,,0.01,L,0.001,,418,,0.016,,0.013,,4.29,,24.4,,0.164,,0.14,L,0.001,L,0.005,L,0.001,,0.627,L,0.01,,0.01,L,0.001,,72.6,,0.01,,0.001,L,0.005,,0.4,,0.009,,0.0641,,0.129,,0.029,,0.2,,0.1
2013PN510049,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2013-04-18 10:50,WATER,DISCRETE SAMPLE,,6,,0.008,,0.19,,27.5,,0.003,L,0.001,,15.7,,0.005,,0.031,,0.001,,0.05,,0.041,,0.11,,0.004,,0.01,L,0.001,,408,,0.019,,0.011,,4.25,,23.5,,0.159,,0.17,L,0.001,L,0.005,L,0.001,,0.622,L,0.01,,0.02,L,0.001,,71.8,L,0.01,,0.001,,0.018,,0.5,,0.008,,0.0631,,0.123,,0.029,,0.3,,0.1
2013PN510067,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2013-04-22 15:28,WATER,DISCRETE SAMPLE,,6.4,,0.008,,0.2,,26.1,,0.004,L,0.001,,16.2,,0.001,,0.03,,0.001,,0.07,,0.037,,0.09,,0.003,,0.01,L,0.001,,442,,0.014,,0.008,,4.71,,20.5,,0.18,,0.14,,0.001,L,0.005,L,0.001,,0.655,,0.04,,0.02,L,0.001,,71.4,L,0.01,,0.001,L,0.005,,0.2,,0.008,,0.0629,,0.15,,0.029,,0.2,,0.1
2013PN510079,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2013-04-24 12:40,WATER,DISCRETE SAMPLE,,7.2,,0.006,,0.2,,25,,0.004,L,0.001,,12,L,0.001,,0.032,,0.001,,0.07,,0.044,,0.27,,0.003,,0.01,L,0.001,,468,,0.015,L,0.005,,4.5,,19.4,,0.173,,0.19,,0.001,L,0.005,L,0.001,,0.658,,0.05,,0.01,L,0.001,,68.8,,0.01,,0.001,L,0.005,,0.7,,0.01,,0.0615,,0.139,,0.031,,0.6,,0.1
2013PN510098,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2013-04-27 11:45,WATER,DISCRETE SAMPLE,,5.9,,0.009,,0.2,,25.2,,0.003,L,0.001,,14.8,,0.002,,0.035,,0.001,,0.06,,0.04,,0.24,,0.003,L,0.01,L,0.001,,476,,0.017,,0.014,,4.33,,19.7,,0.156,,0.15,,0.001,L,0.005,L,0.001,,0.704,,0.03,,0.02,L,0.001,,66,L,0.01,,0.001,L,0.005,,0.3,,0.006,,0.0599,,0.145,,0.03,,0.3,,0.1
2013PN510114,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2013-04-29 15:55,WATER,DISCRETE SAMPLE,,7.8,,0.007,,0.24,,24.1,,0.003,L,0.001,,14.9,,0.002,,0.041,,0.001,,0.07,,0.04,,0.12,,0.004,,0.01,L,0.001,,559,,0.019,,0.018,,4.22,,19.6,,0.149,,0.15,,0.001,L,0.005,L,0.001,,0.77,,0.04,,0.02,L,0.001,,64,L,0.01,,0.001,,0.006,,0.3,,0.009,,0.0594,,0.166,,0.033,,0.3,,0.1
2013PN510126,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2013-05-02 12:37,WATER,DISCRETE SAMPLE,,8.1,,0.007,,0.24,,23.1,,0.003,,0.001,,14.3,,0.001,,0.045,,0.001,,0.06,,0.042,,0.12,,0.004,L,0.01,L,0.001,,592,,0.021,,0.02,,3.83,,14.1,,0.132,,0.17,,0.002,L,0.005,L,0.001,,0.921,,0.05,,0.02,L,0.001,,57.2,L,0.01,,0.001,,0.006,,0.4,,0.007,,0.0457,,0.178,,0.035,,0.3,,0.1
2013PN510134,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2013-05-05 10:00,WATER,DISCRETE SAMPLE,,13.3,,0.01,,0.25,,21.2,,0.004,L,0.001,,12.9,,0.001,,0.083,,0.002,,0.05,,0.04,,0.23,,0.007,,0.01,L,0.001,,668,,0.039,,0.042,,3.16,,6.89,,0.1,,0.24,,0.001,L,0.005,L,0.001,,1.18,,0.04,,0.02,L,0.001,,44.7,L,0.01,,0.001,L,0.005,,0.7,,0.005,,0.0309,,0.243,,0.048,,0.4,,0.1
2013PN510145,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2013-05-07 14:30,WATER,DISCRETE SAMPLE,,57.1,,0.011,,0.32,,15.7,,0.008,,0.002,,11.8,,0.003,,0.255,,0.006,,0.11,,0.061,,0.33,,0.021,L,0.01,L,0.001,,771,,0.12,,0.129,,1.84,,7.26,,0.133,,0.4,,0.005,L,0.005,L,0.001,,1.57,,0.04,,0.02,,0.001,,26,L,0.01,,0.002,,0.006,,1.7,,0.006,,0.0252,,0.44,,0.107,,0.6,,0.2
2013PN510160,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2013-05-09 13:45,WATER,DISCRETE SAMPLE,,142,,0.013,,0.34,,15,,0.01,,0.002,,13.3,,0.004,,0.306,,0.011,,0.2,,0.077,,0.42,,0.042,L,0.01,L,0.001,,866,,0.171,,0.153,,2,,12.4,,0.133,,0.45,,0.014,L,0.005,L,0.001,,1.49,,0.06,,0.02,,0.002,,25.2,L,0.01,,0.002,,0.008,,4.5,,0.002,,0.033,,0.579,,0.125,,0.8,,0.4
2013PN510169,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2013-05-12 10:30,WATER,DISCRETE SAMPLE,,96.2,,0.013,,0.36,,14.1,,0.008,,0.002,,14.5,,0.003,,0.248,,0.008,,0.16,,0.056,,0.32,,0.029,L,0.01,L,0.001,,662,,0.132,,0.097,,2.06,,2.37,,0.141,,0.42,,0.012,L,0.005,L,0.001,,1.29,,0.06,,0.03,,0.001,,25.9,L,0.01,,0.002,,0.009,,3.6,,0.006,,0.0259,,0.479,,0.105,,0.6,,0.4
2013PN510204,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2013-05-14 12:10,WATER,DISCRETE SAMPLE,,44.1,,0.013,,0.31,,15.3,,0.007,,0.001,,14.8,,0.002,,0.166,,0.004,,0.1,,0.048,,0.35,,0.013,L,0.01,L,0.001,,532,,0.092,,0.073,,2.07,,1.45,,0.139,,0.41,,0.004,L,0.005,,0.003,,1.17,,0.03,,0.03,,0.001,,28.7,,0.01,,0.001,,0.006,,1.3,,0.004,,0.0242,,0.353,,0.087,,0.5,,0.2
2013PN510215,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2013-05-16 12:45,WATER,DISCRETE SAMPLE,,37.7,,0.014,,0.3,,15.8,,0.006,L,0.001,,14.5,,0.002,,0.143,,0.004,,0.17,,0.044,,0.26,,0.011,L,0.01,L,0.001,,428,,0.075,,0.057,,2.15,,1.21,,0.134,,0.41,,0.003,L,0.005,,0.002,,1.1,,0.02,,0.04,,0.001,,30.1,L,0.01,,0.002,,0.005,,0.7,,0.011,,0.0216,,0.339,,0.083,,0.4,,0.2
2013PN510228,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2013-05-19 09:50,WATER,DISCRETE SAMPLE,,53.9,,0.009,,0.31,,17.4,,0.007,L,0.001,,15.7,,0.003,,0.12,,0.004,,0.1,,0.038,,0.24,,0.013,L,0.01,L,0.001,,324,,0.064,,0.034,,2.2,,1.3,,0.151,,0.36,,0.005,L,0.005,L,0.001,,1.08,L,0.01,,0.03,,0.001,,35.3,L,0.01,,0.001,,0.015,,2.1,,0.008,,0.0238,,0.321,,0.074,,0.2,,0.2
2013PN510248,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2013-05-21 14:25,WATER,DISCRETE SAMPLE,,22.5,,0.015,,0.35,,18.7,,0.006,L,0.001,,17.4,,0.002,,0.089,,0.002,,0.09,,0.039,,0.31,,0.007,,0.01,L,0.001,,324,,0.049,,0.037,,2.52,,1.36,,0.166,,0.4,,0.002,L,0.005,,0.001,,1.07,,0.03,,0.04,,0.001,,40.4,L,0.01,,0.002,,0.006,,0.5,,0.014,,0.0265,,0.332,,0.065,,0.4,,0.1
2013PN510260,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2013-05-23 13:45,WATER,DISCRETE SAMPLE,,17.6,,0.016,,0.37,,20.2,,0.006,L,0.001,,18.3,,0.003,,0.072,,0.002,,0.09,,0.036,,0.25,,0.006,,0.01,L,0.001,,338,,0.045,,0.029,,2.65,,1.5,,0.177,,0.42,,0.001,L,0.005,,0.001,,1.06,,0.02,,0.04,,0.001,,42.8,,0.02,,0.002,L,0.005,,0.5,,0.015,,0.0287,,0.306,,0.062,,0.5,,0.1
2013PN510276,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2013-05-26 11:10,WATER,DISCRETE SAMPLE,,18.3,,0.015,,0.42,,21.8,,0.008,,0.001,,18.1,,0.003,,0.075,,0.002,,0.09,,0.049,,0.27,,0.006,,0.01,L,0.001,,445,,0.042,,0.042,,3.01,,2.99,,0.19,,0.39,,0.003,L,0.005,,0.001,,1.04,,0.02,,0.04,,0.001,,49,,0.01,,0.001,,0.013,,0.6,,0.016,,0.0346,,0.337,,0.059,,0.4,,0.1
2013PN510298,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2013-05-29 15:20,WATER,DISCRETE SAMPLE,,13.2,,0.011,,0.43,,22.3,,0.007,L,0.001,,18.2,,0.003,,0.065,,0.002,,0.09,,0.048,,0.21,,0.006,,0.01,L,0.001,,472,,0.036,,0.027,,3.31,,3.11,,0.183,,0.38,,0.001,L,0.005,L,0.001,,0.964,,0.04,,0.03,,0.001,,51,,0.01,,0.001,L,0.005,,0.4,,0.035,,0.0409,,0.303,,0.056,,0.4,,0.1
2013PN510310,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2013-06-02 12:55,WATER,DISCRETE SAMPLE,,11.1,,0.013,,0.43,,23.9,,0.007,L,0.001,,19,,0.001,,0.061,,0.001,,0.08,,0.055,,0.19,,0.006,L,0.01,L,0.001,,460,,0.031,,0.021,,3.58,,4.68,,0.178,,0.35,,0.001,L,0.005,,0.001,,0.932,,0.03,,0.04,,0.001,,56.1,L,0.01,,0.001,L,0.005,,0.6,,0.038,,0.0452,,0.318,,0.053,,0.3,,0.1
2013PN510325,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2013-06-06 09:15,WATER,DISCRETE SAMPLE,,10.3,,0.014,,0.44,,25.9,,0.005,,0.001,,19.2,,0.001,,0.072,,0.001,,0.06,,0.06,,0.37,,0.007,,0.01,L,0.001,,503,,0.033,,0.026,,3.53,,4.26,,0.172,,0.39,,0.004,,0.006,,0.001,,0.898,,0.16,,0.03,L,0.001,,61.6,,0.03,,0.001,,0.006,,0.5,,0.013,,0.0547,,0.311,,0.057,,0.3,,0.2
2013PN510339,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2013-06-13 12:10,WATER,DISCRETE SAMPLE,,44.6,,0.017,,0.34,,17.3,,0.009,,0.001,,16.1,,0.002,,0.225,,0.006,,0.12,,0.062,,0.4,,0.015,L,0.01,L,0.001,,327,,0.114,,0.071,,2.58,,3.59,,0.103,,0.59,,0.003,L,0.005,L,0.001,,0.678,,0.05,,0.04,,0.001,,34.5,L,0.01,,0.002,L,0.005,,0.9,,0.023,,0.0283,,0.392,,0.128,,0.5,,0.2
2013PN510349,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2013-06-16 12:05,WATER,DISCRETE SAMPLE,,34.5,,0.018,,0.39,,18.6,,0.01,L,0.001,,17.9,,0.003,,0.173,,0.004,,0.11,,0.043,,0.4,,0.012,L,0.01,L,0.001,,288,,0.098,,0.053,,2.47,,1.14,,0.113,,0.53,,0.002,L,0.005,L,0.001,,0.701,,0.05,,0.04,,0.001,,38.6,,0.01,,0.002,,0.011,,0.7,L,0.001,,0.0242,,0.403,,0.12,,0.7,,0.2
2013PN510367,OIL SANDS COMPONENT STUDIES,FI WSC- Oil Sands - WQ Event Station Firebag River at Water Survey Canada Gauge,FI WSC,57.39.02.700,111.12.06.898,57.97953,-111.29865,2013-06-21 11:40,WATER,DISCRETE SAMPLE,,19.6,,0.015,,0.49,,20.3,,0.008,L,0.001,,16.9,,0.003,,0.107,,0.002,,0.11,,0.047,,0.28,,0.007,L,0.01,L,0.001,,343,,0.066,,0.038,,2.51,,1.61,,0.14,,0.51,,0.001,L,0.005,L,0.001,,0.806,,0.02,,0.04,,0.001,,45.4,L,0.01,,0.002,,0.005,,0.5,L,0.001,,0.0232,,0.355,,0.092,,0.6,,0.2
