Hydstra code,Long name,Name,Analysis method (Short name),Unit short name
100095,Vanadium extractable,877_00_00_00_14,2628u1,MGL
97609,Vanadium extractable,877_00_00_00_14,1917,UT
23301,Vanadium extractable,877_00_00_00_14,1098,MGL
23302,Vanadium extractable,877_00_00_00_14,1095,MGL
23311,Vanadium extractable,877_00_00_00_14,1502,MGL
23321,Vanadium extractable,877_00_00_00_14,1526d1,MGL
24050,Chromium total,463_00_00_01_02,58,MIGG
24053,Chromium total,463_00_00_01_02,1123,MIGG
103245,Chromium total,463_00_00_01_02,2940,MIGG
108228,Chromium total,463_00_00_01_02,3558,MIGG
24054,Chromium non-residual,462_00_00_01_02,487,MIGG
24302,Chromium extractable,461_00_00_00_14,1113,MGL
24303,Chromium extractable,461_00_00_00_14,1114,MGL
24311,Chromium extractable,461_00_00_00_14,1502,MGL
24321,Chromium extractable,461_00_00_00_14,1526d1,MGL
100478,Chromium extractable,461_00_00_00_14,2817,UT
101675,Chromium extractable,461_00_00_00_14,2827,MGL
101552,Chromium extractable,461_00_00_00_14,1526d2,MGL
97588,Chromium extractable,461_00_00_00_14,1917,UT
100086,Chromium extractable,461_00_00_00_14,2628u1,MGL
110695,Chromium extractable,461_00_00_00_14,2841,UT
110882,Chromium extractable,461_00_00_00_14,2628u2,UT
111005,Chromium extractable,461_00_00_00_14,4070,UT
108238,Manganese total,591_00_00_01_02,3558,MIGG
103248,Manganese total,591_00_00_01_02,2940,MIGG
25050,Manganese total,591_00_00_01_02,58,MIGG
25053,Manganese total,591_00_00_01_02,486,MIGG
25054,Manganese non-residual,590_00_00_01_02,487,MIGG
25303,Manganese extractable,589_00_00_00_14,1171,MGL
25304,Manganese extractable,589_00_00_00_14,1172,MGL
25305,Manganese extractable,589_00_00_00_14,1149,MGL
25311,Manganese extractable,589_00_00_00_14,1502,MGL
25321,Manganese extractable,589_00_00_00_14,1526d1,MGL
101551,Manganese extractable,589_00_00_00_14,1526d2,MGL
101660,Manganese extractable,589_00_00_00_14,2827,MGL
100479,Manganese extractable,589_00_00_00_14,2817,UT
100090,Manganese extractable,589_00_00_00_14,2628u1,MGL
97595,Manganese extractable,589_00_00_00_14,1917,UT
110699,Manganese extractable,589_00_00_00_14,2841,UT
110878,Manganese extractable,589_00_00_00_14,2628u2,UT
108231,Iron total,519_00_00_01_02,3558,MIGG
103247,Iron total,519_00_00_01_02,2940,MIGG
102660,Iron total,519_00_00_01_02,2903,MIGG
26053,Iron total,519_00_00_01_02,486,MIGG
26050,Iron total,519_00_00_01_02,58,MIGG
26052,Iron extractable,517_00_00_01_02,1508,MIGG
103223,Iron extractable,517_00_00_01_02,2939,MIGG
100269,Iron extractable,517_00_00_01_02,2647,MIGG
110372,Iron extractable,517_00_00_01_02,4022,WISKI_MGG
110858,Iron extractable,517_00_00_01_02,4058,MIGG
26054,Iron non-residual,518_00_00_01_02,487,MIGG
26301,Iron extractable,517_00_00_00_14,1193,MGL
26302,Iron extractable,517_00_00_00_14,1180,MGL
26303,Iron extractable,517_00_00_00_14,1170,MGL
26304,Iron extractable,517_00_00_00_14,479,MGL
26305,Iron extractable,517_00_00_00_14,1183,MGL
26311,Iron extractable,517_00_00_00_14,1502,MGL
26321,Iron extractable,517_00_00_00_14,1526d1,MGL
101661,Iron extractable,517_00_00_00_14,2827,MGL
101550,Iron extractable,517_00_00_00_14,1526d2,MGL
102082,Iron extractable,517_00_00_00_14,2729,MGL
97591,Iron extractable,517_00_00_00_14,1917,UT
100088,Iron extractable,517_00_00_00_14,2628,MGL
103232,Cobalt total,456_00_00_01_02,2940,MIGG
27050,Cobalt total,456_00_00_01_02,58,MIGG
27053,Cobalt total,456_00_00_01_02,486,MIGG
108227,Cobalt total,456_00_00_01_02,3558,MIGG
27054,Cobalt non-residual,455_00_00_01_02,487,MIGG
27301,Cobalt extractable,454_00_00_00_14,479,MGL
27302,Cobalt extractable,454_00_00_00_14,1183,MGL
27311,Cobalt extractable,454_00_00_00_14,1502,MGL
27321,Cobalt extractable,454_00_00_00_14,1526d1,MGL
101549,Cobalt extractable,454_00_00_00_14,1526d2,MGL
101662,Cobalt extractable,454_00_00_00_14,2827,MGL
100480,Cobalt extractable,454_00_00_00_14,2817,UT
100085,Cobalt extractable,454_00_00_00_14,2628u1,MGL
97587,Cobalt extractable,454_00_00_00_14,1917,UT
110696,Cobalt extractable,454_00_00_00_14,2841,UT
110881,Cobalt extractable,454_00_00_00_14,2628u2,UT
111004,Cobalt extractable,454_00_00_00_14,4070,UT
108242,Nickel total,610_00_00_01_02,3558,MIGG
103237,Nickel total,610_00_00_01_02,2940,MIGG
28050,Nickel total,610_00_00_01_02,58,MIGG
28053,Nickel total,610_00_00_01_02,486,MIGG
28054,Nickel non-residual,609_00_00_01_02,487,MIGG
28301,Nickel extractable,608_00_00_00_14,479,MGL
28302,Nickel extractable,608_00_00_00_14,1183,MGL
28311,Nickel extractable,608_00_00_00_14,1502,MGL
28321,Nickel extractable,608_00_00_00_14,1526d1,MGL
100481,Nickel extractable,608_00_00_00_14,2817,UT
101663,Nickel extractable,608_00_00_00_14,2827,MGL
101548,Nickel extractable,608_00_00_00_14,1526d2,MGL
97598,Nickel extractable,608_00_00_00_14,1917,UT
100092,Nickel extractable,608_00_00_00_14,2628u1,MGL
110701,Nickel extractable,608_00_00_00_14,2841,UT
110876,Nickel extractable,608_00_00_00_14,2628u2,UT
111000,Nickel extractable,608_00_00_00_14,4070,UT
108230,Copper total,470_00_00_01_02,3558,MIGG
103246,Copper total,470_00_00_01_02,2940,MIGG
29050,Copper total,470_00_00_01_02,58,MIGG
29053,Copper total,470_00_00_01_02,486,MIGG
29054,Copper non-residual,469_00_00_01_02,487,MIGG
29205,Copper suspended,984_00_00_00_14,1183,MGL
29301,Copper extractable,468_00_00_00_14,1295d1,MGL
29302,Copper extractable,468_00_00_00_14,1170,MGL
29303,Copper extractable,468_00_00_00_14,1309,MGL
29304,Copper extractable,468_00_00_00_14,1295d2,MGL
29305,Copper extractable,468_00_00_00_14,1183,MGL
29306,Copper extractable,468_00_00_00_14,479,MGL
29309,Copper extractable,468_00_00_00_14,504,MGL
29311,Copper extractable,468_00_00_00_14,1502,MGL
29321,Copper extractable,468_00_00_00_14,1526d1,MGL
101547,Copper extractable,468_00_00_00_14,1526d2,MGL
101664,Copper extractable,468_00_00_00_14,2827,MGL
100482,Copper extractable,468_00_00_00_14,2817,UT
100087,Copper extractable,468_00_00_00_14,2628u1,MGL
97590,Copper extractable,468_00_00_00_14,1917,UT
110697,Copper extractable,468_00_00_00_14,2841,UT
110880,Copper extractable,468_00_00_00_14,2628u2,UT
111003,Copper extractable,468_00_00_00_14,4070,UT
108261,Zinc total,890_00_00_01_02,3558,MIGG
103252,Zinc total,890_00_00_01_02,2940,MIGG
30050,Zinc total,890_00_00_01_02,58,MIGG
30053,Zinc total,890_00_00_01_02,486,MIGG
30054,Zinc non-residual,889_00_00_01_02,487,MIGG
30301,Zinc extractable,888_00_00_00_14,1337,MGL
30303,Zinc extractable,888_00_00_00_14,1350,MGL
30304,Zinc extractable,888_00_00_00_14,479,MGL
30305,Zinc extractable,888_00_00_00_14,1183,MGL
30306,Zinc extractable,888_00_00_00_14,481,MGL
30309,Zinc extractable,888_00_00_00_14,504,MGL
30311,Zinc extractable,888_00_00_00_14,1502,MGL
30321,Zinc extractable,888_00_00_00_14,1526d1,MGL
100483,Zinc extractable,888_00_00_00_14,2817,UT
101665,Zinc extractable,888_00_00_00_14,2827,MGL
101546,Zinc extractable,888_00_00_00_14,1526d2,MGL
97611,Zinc extractable,888_00_00_00_14,1917,UT
100096,Zinc extractable,888_00_00_00_14,2628u1,MGL
110705,Zinc extractable,888_00_00_00_14,2841,UT
110871,Zinc extractable,888_00_00_00_14,2628u2,UT
110992,Zinc extractable,888_00_00_00_14,4070,UT
108218,Arsenic total,379_00_00_01_02,3558,MIGG
103228,Arsenic total,379_00_00_01_02,2940,MIGG
33052,Arsenic total,379_00_00_01_02,1373,MIGG
33301,Arsenic extractable,377_00_00_00_14,1381,MGL
33303,Arsenic extractable,377_00_00_00_14,1362,MGL
33304,Arsenic extractable,377_00_00_00_14,1399,MGL
101666,Arsenic extractable,377_00_00_00_14,2827,MGL
100529,Arsenic extractable,377_00_00_00_14,2694,MGL
97580,Arsenic extractable,377_00_00_00_14,1917,UT
110690,Arsenic extractable,377_00_00_00_14,2841,UT
111008,Arsenic extractable,377_00_00_00_14,4070,UT
200016,Arsenic extractable,377_00_00_00_14,1526,MGL
108252,Selenium total,782_00_00_01_02,3558,MIGG
34052,Selenium total,782_00_00_01_02,1373,MIGG
34301,Selenium extractable,780_00_00_00_14,479,MGL
34302,Selenium extractable,780_00_00_00_14,1399,MGL
97603,Selenium extractable,780_00_00_00_14,1917,UT
101537,Selenium extractable,780_00_00_00_14,1526,MGL
100913,Selenium extractable,780_00_00_00_14,2729,UT
101673,Selenium extractable,780_00_00_00_14,2827,MGL
110999,Selenium extractable,780_00_00_00_14,4070,UT
103456,Coliforms total,434_00_00_00_27,2979,WISKI_NO-100ML
97702,Coliforms total,434_00_00_00_27,1905,WISKI_NO-100ML
36001,Coliforms total,434_00_00_00_27,1409,WISKI_NO-100ML
36002,Coliforms total,434_00_00_00_27,1410,WISKI_NO-100ML
36004,Coliforms total,434_00_00_00_27,1412,WISKI_NO-ML
36006,Coliforms total,434_00_00_00_27,2565,WISKI_NO-100ML
100628,Coliforms total,434_00_00_00_27,2714,WISKI_NO-100ML
36011,Fecal coliforms,433_00_00_00_27,1409,WISKI_NO-100ML
36012,Fecal coliforms,433_00_00_00_27,1410,WISKI_NO-100ML
36013,Fecal coliforms,433_00_00_00_27,1417,WISKI_NO-100ML
36014,Fecal coliforms,433_00_00_00_27,1418,WISKI_NO-100ML
36007,Fecal coliforms,433_00_00_00_27,2566,WISKI_NO-100ML
36101,Fecal streptococci,514_00_00_00_27,1409,WISKI_NO-100ML
36102,Fecal streptococci,514_00_00_00_27,1410,WISKI_NO-100ML
36103,Fecal streptococci,514_00_00_00_27,1421d1,WISKI_NO-100ML
36105,Fecal streptococci,514_00_00_00_27,1421d2,WISKI_NO-100ML
36905,Standard plate count 35 deg. C bacterial density,384_00_00_00_27,1431,WISKI_NO-ML
36915,Standard plate count bacteria density,382_00_00_00_27,1431,WISKI_NO-ML
38301,Strontium extractable,820_00_00_00_14,479,MGL
38311,Strontium extractable,820_00_00_00_14,1502,MGL
38321,Strontium extractable,820_00_00_00_14,1526d1,MGL
97605,Strontium extractable,820_00_00_00_14,1917,UT
100094,Strontium extractable,820_00_00_00_14,2628u1,MGL
101667,Strontium extractable,820_00_00_00_14,2827,MGL
101545,Strontium extractable,820_00_00_00_14,1526d2,MGL
100488,Strontium extractable,820_00_00_00_14,2817,UT
110874,Strontium extractable,820_00_00_00_14,2628u2,UT
110702,Strontium extractable,820_00_00_00_14,2841,UT
38501,Strontium radiation total SR-90,822_00_00_00_07,1452,BL
39758,Heptachlor epoxide (A) ou trans,4449_00_00_01_02,3223,WISKI_NGG
108603,Heptachlor epoxide (A) ou trans,4449_00_00_01_02,4205,WISKI_NGG
108239,Molybdenum total,595_00_00_01_02,3558,MIGG
42050,Molybdenum total,595_00_00_01_02,58,MIGG
42053,Molybdenum total,595_00_00_01_02,486,MIGG
100262,Molybdenum total,595_00_00_01_02,2646,MIGG
103236,Molybdenum total,595_00_00_01_02,2940,MIGG
101544,Molybdenum extractable,594_00_00_00_14,1526d2,MGL
101668,Molybdenum extractable,594_00_00_00_14,2827,MGL
100091,Molybdenum extractable,594_00_00_00_14,2628u1,MGL
97596,Molybdenum extractable,594_00_00_00_14,1917,UT
42121,Molybdenum extractable,594_00_00_00_14,1526d1,MGL
42301,Molybdenum extractable,594_00_00_00_14,1113,MGL
42302,Molybdenum extractable,594_00_00_00_14,1457,MGL
42311,Molybdenum extractable,594_00_00_00_14,1502,MGL
110700,Molybdenum extractable,594_00_00_00_14,2841,UT
110877,Molybdenum extractable,594_00_00_00_14,2628u2,UT
111001,Molybdenum extractable,594_00_00_00_14,4070,UT
110998,Silver extractable,349_00_00_00_14,4070,UT
110875,Silver extractable,349_00_00_00_14,2628,UT
110706,Silver extractable,349_00_00_00_14,2841,UT
47301,Silver extractable,349_00_00_00_14,1481,MGL
47302,Silver extractable,349_00_00_00_14,1482,MGL
97578,Silver extractable,349_00_00_00_14,1917,UT
101652,Silver extractable,349_00_00_00_14,2827,MGL
100248,Silver extractable,349_00_00_00_14,2638,MGL
100490,Silver extractable,349_00_00_00_14,2817,UT
101541,Silver extractable,349_00_00_00_14,1526,MGL
47600,"Nitrogen, nitrate",2797_00_00_00_14,3687,MGL
47603,Phosphate (as P),9148_00_00_00_14,3687,MGL
48050,Cadmium total,412_00_00_01_02,58,MIGG
48053,Cadmium total,412_00_00_01_02,486,MIGG
103231,Cadmium total,412_00_00_01_02,2940,MIGG
108225,Cadmium total,412_00_00_01_02,3558,MIGG
48054,Cadmium non-residual,411_00_00_01_02,487,MIGG
48301,Cadmium extractable,410_00_00_00_14,479,MGL
48302,Cadmium extractable,410_00_00_00_14,1183,MGL
48309,Cadmium extractable,410_00_00_00_14,504,MGL
48311,Cadmium extractable,410_00_00_00_14,1502,MGL
48321,Cadmium extractable,410_00_00_00_14,1526,MGL
100491,Cadmium extractable,410_00_00_00_14,2817,UT
101669,Cadmium extractable,410_00_00_00_14,2827,MGL
97585,Cadmium extractable,410_00_00_00_14,1917,UT
100084,Cadmium extractable,410_00_00_00_14,2628n1,MGL
110694,Cadmium extractable,410_00_00_00_14,2841,UT
110883,Cadmium extractable,410_00_00_00_14,2628n2,UT
111006,Cadmium extractable,410_00_00_00_14,4070,UT
48821,Decabromodiphenyl ether (PBDE 209),3728_00_00_00_14,3221,WISKI_PGL
49076,Decabromodiphenyl ether (PBDE 209),3728_00_00_00_14,3228,WISKI_PGL
49080,Heptabromodiphenyl ether (IUPAC 184),1403_00_00_00_14,3228,WISKI_PGL
48823,Heptabromodiphenyl ether (IUPAC 184),1403_00_00_00_14,3221,WISKI_PGL
48824,Heptabromodiphenyl ether (IUPAC 191),1404_00_00_00_14,3221,WISKI_PGL
49084,Heptabromodiphenyl ether (IUPAC 191),1404_00_00_00_14,3228,WISKI_PGL
49086,"2,2',3,4,4',5'-hexabromodiphenyl ether (PBDE 138)",4214_00_00_00_14,3228,WISKI_PGL
48826,"2,2',3,4,4',5'-hexabromodiphenyl ether (PBDE 138)",4214_00_00_00_14,3221,WISKI_PGL
48828,Hexabromodiphenyl ether (IUPAC 156),1405_00_00_00_14,3221,WISKI_PGL
49088,Hexabromodiphenyl ether (IUPAC 156),1405_00_00_00_14,3228,WISKI_PGL
49095,Octabromodiphenyl ether (IUPAC 196),1406_00_00_00_14,3228,WISKI_PGL
48831,Octabromodiphenyl ether (IUPAC 196),1406_00_00_00_14,3221,WISKI_PGL
48832,"2,2',3,3',4,4',6,6'-octabromodiphenyl ether (PBDE 197)",4292_00_00_00_14,3221,WISKI_PGL
49097,"2,2',3,3',4,4',6,6'-octabromodiphenyl ether (PBDE 197)",4292_00_00_00_14,3228,WISKI_PGL
49100,"2,3’,4,4’,6-pentabromodiphenyl ether (PBDE 119)",3726_00_00_00_14,3228,WISKI_PGL
48834,"2,3’,4,4’,6-pentabromodiphenyl ether (PBDE 119)",3726_00_00_00_14,3221,WISKI_PGL
48836,BDE-85 (PBDE 85) OR BR5-DPE-85,4211_00_00_00_14,3221,WISKI_PGL
49104,BDE-85 (PBDE 85) OR BR5-DPE-85,4211_00_00_00_14,3228,WISKI_PGL
49111,BDE-66 (PBDE 66) OR BR4-DPE-66,4209_00_00_00_14,3228,WISKI_PGL
48840,BDE-66 (PBDE 66) OR BR4-DPE-66,4209_00_00_00_14,3221,WISKI_PGL
48841,BDE-71 (PBDE 71) OR BR4-DPE-71,4210_00_00_00_14,3221,WISKI_PGL
49112,BDE-71 (PBDE 71) OR BR4-DPE-71,4210_00_00_00_14,3228,WISKI_PGL
49114,"2,2',4-tribromodiphenyl ether (PBDE 17)",4206_00_00_00_14,3228,WISKI_PGL
48843,"2,2',4-tribromodiphenyl ether (PBDE 17)",4206_00_00_00_14,3221,WISKI_PGL
48844,"2,4,4'-tribromodiphenyl ether (PBDE 28)",4207_00_00_00_14,3221,WISKI_PGL
49115,"2,4,4'-tribromodiphenyl ether (PBDE 28)",4207_00_00_00_14,3228,WISKI_PGL
48866,"7,12-dimethylbenz(a)anthracene",3070_00_00_01_02,3222,WISKI_NGG
108567,"7,12-dimethylbenz(a)anthracene",3070_00_00_01_02,4204,WISKI_NGG
108555,Benzo(c)acridine,4434_00_00_01_02,4204,WISKI_NGG
48872,Benzo(c)acridine,4434_00_00_01_02,3222,WISKI_NGG
48875,4-methylchrysene,4437_00_00_01_02,3222,WISKI_NGG
108560,4-methylchrysene,4437_00_00_01_02,4204,WISKI_NGG
108562,6-methylchrysene,4439_00_00_01_02,4204,WISKI_NGG
48877,6-methylchrysene,4439_00_00_01_02,3222,WISKI_NGG
48880,"Dibenzo(a,h)acridine",4442_00_00_01_02,3222,WISKI_NGG
108577,"Dibenzo(a,h)acridine",4442_00_00_01_02,4204,WISKI_NGG
48884,"Dibenz(a,c)anthracene",1466_00_00_01_02,3222,WISKI_NGG
48916,trans-chlordane OR beta-chlordane OR gamma-chlordane,3520_00_00_01_02,3223,WISKI_NGG
49033,trans-chlordane OR beta-chlordane OR gamma-chlordane,3520_00_00_01_02,3225,WISKI_NGG
13580,trans-chlordane OR beta-chlordane OR gamma-chlordane,3520_00_00_01_02,4389,WISKI_NGG
48923,Azinphos ethyl,166_00_00_01_02,303,MIGG
48924,Azinphos-methyl,302_00_00_01_02,303,MIGG
58190,Azinphos-methyl,302_00_00_01_02,4235,WISKI_NGG
61272,Azinphos-methyl,302_00_00_01_02,4336,WISKI_NGG
61273,Chlorpyriphos,170_00_00_01_02,4336,WISKI_NGG
58182,Chlorpyriphos,170_00_00_01_02,4235,WISKI_NGG
48925,Chlorpyriphos,170_00_00_01_02,303,MIGG
48926,Diazinon,189_00_00_01_02,303,MIGG
58175,Diazinon,189_00_00_01_02,4235,WISKI_NGG
99038,Diazinon,189_00_00_01_02,2552,WISKI_NGG
99045,Ethion,221_00_00_01_02,2552,WISKI_NGG
61277,Ethion,221_00_00_01_02,4336,WISKI_NGG
103906,Ethion,221_00_00_01_02,1850,MIGG
58188,Ethion,221_00_00_01_02,4235,WISKI_NGG
48927,Ethion,221_00_00_01_02,303,MIGG
48928,Fonofos,326_00_00_01_02,303,MIGG
58177,Fonofos,326_00_00_01_02,4235,WISKI_NGG
61278,Fonofos,326_00_00_01_02,4336,WISKI_NGG
99036,Fonofos,326_00_00_01_02,2552,WISKI_NGG
99042,Malathion,98_00_00_01_02,2552,WISKI_NGG
61280,Malathion,98_00_00_01_02,4336,WISKI_NGG
58184,Malathion,98_00_00_01_02,4235,WISKI_NGG
48929,Malathion,98_00_00_01_02,303,MIGG
48930,Parathion ethyl OR Parathion,218_00_00_01_02,303,MIGG
58185,Parathion ethyl OR Parathion,218_00_00_01_02,4235,WISKI_NGG
61211,Parathion ethyl OR Parathion,218_00_00_01_02,4335,WISKI_NGG
99044,Parathion ethyl OR Parathion,218_00_00_01_02,2552,WISKI_NGG
61281,Phosmet,994_00_00_01_02,4336,WISKI_NGG
58189,Phosmet,994_00_00_01_02,4235,WISKI_NGG
48933,Phosmet,994_00_00_01_02,303,MIGG
48935,Ametryn,4105_00_00_01_02,303,MIGG
58168,Ametryn,4105_00_00_01_02,4235,WISKI_NGG
58170,Cyanazine,154_00_00_01_02,4235,WISKI_NGG
48937,Cyanazine,154_00_00_01_02,303,MIGG
61259,Cyanazine,154_00_00_01_02,4336,WISKI_NGG
48939,Propazine,117_00_00_01_02,303,MIGG
48940,Prometryn,264_00_00_01_02,303,MIGG
49001,beta-hexachlorocyclohexane (beta-HCH or beta-BHC) as a surrogate,1043_00_00_00_14,3225,WISKI_PGL
49019,beta-hexachlorocyclohexane (beta-HCH or beta-BHC) as a surrogate,1043_00_00_01_02,3225,WISKI_NGG
49040,Benzo(j)fluoranthene,144_00_00_00_14,3226n1,WISKI_PGL
490188,Benzo(j)fluoranthene,144_00_00_00_14,3226n2,WISKI_PGL
490199,Carbazole OR dibenzopyrrole,915_00_00_00_14,3226n2,WISKI_PGL
111234,Carbazole OR dibenzopyrrole,915_00_00_00_14,4102,WISKI_NGL
49051,Carbazole OR dibenzopyrrole,915_00_00_00_14,3226n1,WISKI_PGL
49053,2-methylfluoranthene,2625_00_00_00_14,3226n1,WISKI_PGL
490201,2-methylfluoranthene,2625_00_00_00_14,3226n2,WISKI_PGL
490202,3-methylcholanthrene,3069_00_00_00_14,3226n2,WISKI_PGL
109684,3-methylcholanthrene,3069_00_00_00_14,10366,WISKI_NGML
49054,3-methylcholanthrene,3069_00_00_00_14,3226n1,WISKI_PGL
49055,"7,12-dimethylbenz(a)anthracene",3070_00_00_00_14,3226n1,WISKI_PGL
490203,"7,12-dimethylbenz(a)anthracene",3070_00_00_00_14,3226n2,WISKI_PGL
490204,"Dibenzo(a,h)pyrene",3072_00_00_00_14,3226n2,WISKI_PGL
49056,"Dibenzo(a,h)pyrene",3072_00_00_00_14,3226n1,WISKI_PGL
49057,"Dibenzo(a,i)pyrene",3073_00_00_00_14,3226n1,WISKI_PGL
490205,"Dibenzo(a,i)pyrene",3073_00_00_00_14,3226n2,WISKI_PGL
490206,"Dibenzo(a,l)pyrene",3074_00_00_00_14,3226n2,WISKI_PGL
49058,"Dibenzo(a,l)pyrene",3074_00_00_00_14,3226n1,WISKI_PGL
49059,Benzo(c)phenanthrene,3076_00_00_00_14,3226n1,WISKI_PGL
490207,Benzo(c)phenanthrene,3076_00_00_00_14,3226n2,WISKI_PGL
490208,"7H-dibenzo(c,g)carbazole",4077_00_00_00_14,3226n2,WISKI_PGL
49060,"7H-dibenzo(c,g)carbazole",4077_00_00_00_14,3226n1,WISKI_PGL
49061,Benzo(c)acridine,4434_00_00_00_14,3226n1,WISKI_PGL
490209,Benzo(c)acridine,4434_00_00_00_14,3226n2,WISKI_PGL
490210,2-methylchrysene,4435_00_00_00_14,3226n2,WISKI_PGL
49062,2-methylchrysene,4435_00_00_00_14,3226n1,WISKI_PGL
49063,3-methylchrysene,4436_00_00_00_14,3226n1,WISKI_PGL
490211,3-methylchrysene,4436_00_00_00_14,3226n2,WISKI_PGL
490212,4-methylchrysene,4437_00_00_00_14,3226n2,WISKI_PGL
49064,4-methylchrysene,4437_00_00_00_14,3226n1,WISKI_PGL
49065,5-methylchrysene,4438_00_00_00_14,3226n1,WISKI_PGL
490213,5-methylchrysene,4438_00_00_00_14,3226n2,WISKI_PGL
490214,6-methylchrysene,4439_00_00_00_14,3226n2,WISKI_PGL
49066,6-methylchrysene,4439_00_00_00_14,3226n1,WISKI_PGL
49067,1-nitropyrene,4440_00_00_00_14,3226n1,WISKI_PGL
490215,1-nitropyrene,4440_00_00_00_14,3226n2,WISKI_PGL
490216,Coronene,4441_00_00_00_14,3226n2,WISKI_PGL
49068,Coronene,4441_00_00_00_14,3226n1,WISKI_PGL
49069,"Dibenzo(a,h)acridine",4442_00_00_00_14,3226n1,WISKI_PGL
490217,"Dibenzo(a,h)acridine",4442_00_00_00_14,3226n2,WISKI_PGL
490218,"Dibenzo(a,e)fluoranthene",4443_00_00_00_14,3226n2,WISKI_PGL
49070,"Dibenzo(a,e)fluoranthene",4443_00_00_00_14,3226n1,WISKI_PGL
49071,"Dibenzo(a,e)pyrene",4444_00_00_00_14,3226n1,WISKI_PGL
490219,"Dibenzo(a,e)pyrene",4444_00_00_00_14,3226n2,WISKI_PGL
490220,Anthanthrene,1463_00_00_00_14,3226n2,WISKI_PGL
49072,Anthanthrene,1463_00_00_00_14,3226n1,WISKI_PGL
49073,"Dibenz(a,c)anthracene",1466_00_00_00_14,3226n1,WISKI_PGL
490221,"Dibenz(a,c)anthracene",1466_00_00_00_14,3226n2,WISKI_PGL
490222,"Dibenz(a,j)anthracene",1475_00_00_00_14,3226n2,WISKI_PGL
49074,"Dibenz(a,j)anthracene",1475_00_00_00_14,3226n1,WISKI_PGL
49117,PCB 52-13C12,4818_00_00_01_01,308,PERC
49121,PCB 153-13C,1498_00_00_01_01,308,PERC
49126,CL8 – IUPAC (PCB 194)-13C,4819_00_00_01_01,308,PERC
49138,Pyrene-D10,3039_00_00_01_01,3222,PERC
103751,Pyrene-D10,3039_00_00_01_01,2880,PERC
102288,Pyrene-D10,3039_00_00_01_01,2869,PERC
108588,Pyrene-D10,3039_00_00_01_01,4204,PERC
108617,delta-hexachlorocyclohexane-13C OR delta-HCH-13C or delta-BHC-13C,42_00_00_01_01,4205,PERC
49154,delta-hexachlorocyclohexane-13C OR delta-HCH-13C or delta-BHC-13C,42_00_00_01_01,3223,PERC
58211,delta-hexachlorocyclohexane-13C OR delta-HCH-13C or delta-BHC-13C,42_00_00_01_01,4235,PERC
13602,delta-hexachlorocyclohexane-13C OR delta-HCH-13C or delta-BHC-13C,42_00_00_01_01,4389,PERC
13605,Octachlorostyrene-13C8,4452_00_00_01_01,4389,PERC
49155,Octachlorostyrene-13C8,4452_00_00_01_01,3223,PERC
108618,Octachlorostyrene-13C8,4452_00_00_01_01,4205,PERC
49158,"2,4,4'/2,4',5-trichlorobiphenyl (PCB 28/31)",1588_00_00_00_14,3227,WISKI_PGL
49159,"2,4,4'/2,4',5-trichlorobiphenyl (PCB 28/31)",1588_00_00_01_02,3227,WISKI_NGG
49163,"2,2',3,3'-tetrachlorobiphenyl (PCB 40)",1579_00_00_01_02,3227,WISKI_NGG
49179,1-naphthol-D8,4826_00_00_00_01,303,PERC
49180,Mirex-13C10,4453_00_00_01_01,3223,PERC
108621,Mirex-13C10,4453_00_00_01_01,4205,PERC
49181,Pentachlorobenzene-13C,1449_00_00_01_01,3223,PERC
13606,Pentachlorobenzene-13C,1449_00_00_01_01,4389,PERC
49193,Bromine dissolved,4123_00_00_00_14,562,MGL
49283,Bromacil,179_00_00_00_14,3231,WISKI_NGL
60657,Bromacil,179_00_00_00_14,4315,UT
100675,Bromacil,179_00_00_00_14,2721,UT
61488,Bromacil,179_00_00_00_14,4352,UT
61493,Carfentrazone-ethyl,1282_00_00_00_14,4352,UT
60662,Carfentrazone-ethyl,1282_00_00_00_14,4315,UT
49290,Carfentrazone-ethyl,1282_00_00_00_14,3231,WISKI_NGL
49292,Chloroneb,1308_00_00_00_14,3231,WISKI_NGL
49295,Chlorpropham,57_00_00_00_14,3231,WISKI_NGL
49319,Iprodione,2582_00_00_00_14,3231,WISKI_NGL
60732,Iprodione,2582_00_00_00_14,4315,UT
49342,Propyzamide,1869_00_00_00_14,3231,WISKI_NGL
60777,Propyzamide,1869_00_00_00_14,4315,UT
61598,Propyzamide,1869_00_00_00_14,4352,UT
49350,Trinexapac-ethyl,1870_00_00_00_14,3231,WISKI_NGL
60830,Trinexapac-ethyl,1870_00_00_00_14,4315,UT
60831,Triticonazole,4788_00_00_00_14,4315,UT
49351,Triticonazole,4788_00_00_00_14,3231,WISKI_NGL
61646,Triticonazole,4788_00_00_00_14,4352,UT
49372,Retene,3364_00_00_01_02,3222,WISKI_NGG
49385,BDE-100 (PBDE 100) OR BR5-DPE-100,4213_00_00_01_02,3221,WISKI_NGG
49386,"2,3’,4,4’,6-pentabromodiphenyl ether (PBDE 119)",3726_00_00_01_02,3221,WISKI_NGG
49389,BDE-153 (PBDE 153) OR BR6-DPE-153,4215_00_00_01_02,3221,WISKI_NGG
49390,BDE-154 (PBDE 154) OR BR6-DPE-154,4216_00_00_01_02,3221,WISKI_NGG
49391,Hexabromodiphenyl ether (IUPAC 156),1405_00_00_01_02,3221,WISKI_NGG
